ID,texte,titre,categorie,urgence,temps_resolution,type_ticket,nb_mots,text_full
7 670_dup_2,problème boite outlook pour benmoussa deyaa problème boite outlook benmoussa deyaa,problème boite outlook pour benmoussa deyaa,Activation office,Moyenne,5.825,Incident,11,problème boite outlook pour benmoussa deyaa problème boite outlook pour benmoussa deyaa problème boite outlook benmoussa deyaa
7 498,lenteur reseau wifi depuis salle tanger,lenteur reseau wifi depuis salle tanger,Autre,Moyenne,19.67,Incident,6,lenteur reseau wifi depuis salle tanger lenteur reseau wifi depuis salle tanger
7 653_dup_12,installation microsoft office 365 installation de microsoft office 356 via le pc de mohamed eddahar,installation microsoft office 365,Activation office,Moyenne,5.825,Demande,15,installation microsoft office 365 installation microsoft office 365 installation de microsoft office 356 via le pc de mohamed eddahar
6 973_dup_53,probleme de connexion wifi maphoffice off site ainsebaa,probleme de connexion wifi maphoffice off site ainsebaa,Laptop/Request,Haute,13.33,Incident,8,probleme de connexion wifi maphoffice off site ainsebaa probleme de connexion wifi maphoffice off site ainsebaa
6 991,probleme de connexion internet,probleme de connexion internet,Connexion internet,Basse,12.53,Incident,4,probleme de connexion internet probleme de connexion internet
7 480_dup_14,problème borne ilaykom prod primaire bonjour je vous prie de noter que la borne primaire de la production ne fonctionne pas merci d'intervenir,problème borne ilaykom prod primaire,Applications,Haute,4.32,Incident,23,problème borne ilaykom prod primaire problème borne ilaykom prod primaire bonjour je vous prie de noter que la borne primaire de la production ne fonctionne pas merci d'intervenir
7 392_dup_38,téléphone fixe hors service,téléphone fixe hors service,Applications,Haute,44.27,Incident,4,téléphone fixe hors service téléphone fixe hors service
7 505,demande de déblocage user fin contrat 04 05 2026,demande de déblocage user fin contrat 04 05 2026,Compte AD,Basse,3.78,Demande,9,demande de déblocage user fin contrat 04 05 2026 demande de déblocage user fin contrat 04 05 2026
7 125,demande de créer le projet imovane cp sur citrix 2025,demande de créer le projet imovane cp sur citrix 2025,Création de projet,Basse,5.825,Demande,10,demande de créer le projet imovane cp sur citrix 2025 demande de créer le projet imovane cp sur citrix 2025
7 312_dup_26,imprimante hors connexion,imprimante hors connexion,Impressions & Scanner/Incident,Haute,39.5,Incident,3,imprimante hors connexion imprimante hors connexion
7 532,message from ''rnp58387937bf14'',message from ''rnp58387937bf14'',Autre,Basse,0.35,Incident,3,message from ''rnp58387937bf14'' message from ''rnp58387937bf14''
7 676_dup_7,installation microsoft office 365 via laptop de ghafir el idrissi el bachir installation microsoft office 365 via laptop de ghafir el idrissi el bachir,installation microsoft office 365 via laptop de ghafir el idrissi el bachir,Autre,Moyenne,5.825,Incident,24,installation microsoft office 365 via laptop de ghafir el idrissi el bachir installation microsoft office 365 via laptop de ghafir el idrissi el bachir installation microsoft office 365 via laptop de ghafir el idrissi el bachir
7 256_dup_29,problèmes de connexion,problèmes de connexion,Bureautique/Incident,Haute,151.17,Incident,3,problèmes de connexion problèmes de connexion
7 589,changement poste matériels de bureau,changement poste matériels de bureau,Utilitaires/Request,Basse,1.28,Demande,5,changement poste matériels de bureau changement poste matériels de bureau
7 221,problème réseau,problème réseau,Connexion Réseau,Basse,9.4,Incident,2,problème réseau problème réseau
6 957,demande de fichier de suivi des expédition des commandes ventes directes,demande de fichier de suivi des expédition des commandes ventes directes,Bureautique,Basse,8.53,Demande,11,demande de fichier de suivi des expédition des commandes ventes directes demande de fichier de suivi des expédition des commandes ventes directes
7 662_dup_5,installation des imprimantes de tous les étages pour omaima najim installation des imprimantes de tous les étages pour omaima najim,installation des imprimantes de tous les étages pour omaima najim,Impressions & Scanner,Moyenne,5.825,Demande,20,installation des imprimantes de tous les étages pour omaima najim installation des imprimantes de tous les étages pour omaima najim installation des imprimantes de tous les étages pour omaima najim
7 381,création compte ad_elhamdi sabah,création compte ad_elhamdi sabah,Compte AD,Basse,0.17,Demande,4,création compte ad_elhamdi sabah création compte ad_elhamdi sabah
7 091,demande de donner ã talbi khadija l'accès au partage ci-dessous en modification,demande de donner ã talbi khadija l'accès au partage ci-dessous en modification,Accès au partage,Basse,3.22,Demande,12,demande de donner ã talbi khadija l'accès au partage ci-dessous en modification demande de donner ã talbi khadija l'accès au partage ci-dessous en modification
7 409,problèmes informatiques,problèmes informatiques,Accès scanner,Basse,32.63,Incident,2,problèmes informatiques problèmes informatiques
7 661_dup_2,accès au partage pour omaima najim accès au partage pour omaima najim,accès au partage pour omaima najim,Accès au partage,Moyenne,5.825,Demande,12,accès au partage pour omaima najim accès au partage pour omaima najim accès au partage pour omaima najim
7 396,création fichier partagé - direction des partenariats -,création fichier partagé - direction des partenariats -,Accès au partage,Basse,4.75,Demande,8,création fichier partagé - direction des partenariats - création fichier partagé - direction des partenariats -
7 554,pb expiration licence excel échec d'activation,pb expiration licence excel échec d'activation,Bureautique/Incident,Basse,35.65,Incident,6,pb expiration licence excel échec d'activation pb expiration licence excel échec d'activation
7 596_dup_2,problème suite office excel ali chadli,problème suite office excel ali chadli,Bureautique/Incident,Moyenne,1.18,Incident,6,problème suite office excel ali chadli problème suite office excel ali chadli
7 472,probleme accéder aux fichiers excel après avoir réinstallé windows,probleme accéder aux fichiers excel après avoir réinstallé windows,Autre,Basse,7.22,Incident,9,probleme accéder aux fichiers excel après avoir réinstallé windows probleme accéder aux fichiers excel après avoir réinstallé windows
7 107,demande de changement de bande description demande de changement de bande nom de l'application matériels bande inf supp détaillé bande téléphone emplacement et numéro de bureau site zenata ou ain sebaa,demande de changement de bande,Changement de bande,Basse,6.9,Demande,31,demande de changement de bande demande de changement de bande description demande de changement de bande nom de l'application matériels bande inf supp détaillé bande téléphone emplacement et numéro de bureau site zenata ou ain sebaa
7 319,demande de création d'un compte active directory pour safrani khaoula,demande de création d'un compte active directory pour safrani khaoula,Création compte AD,Basse,9.05,Demande,10,demande de création d'un compte active directory pour safrani khaoula demande de création d'un compte active directory pour safrani khaoula
7 499,pb pc portable touche qui ne fonctionne pas,pb pc portable touche qui ne fonctionne pas,Matériel/Incident,Basse,16.65,Incident,8,pb pc portable touche qui ne fonctionne pas pb pc portable touche qui ne fonctionne pas
7 392_dup_36,téléphone fixe hors service,téléphone fixe hors service,Applications,Haute,44.27,Incident,4,téléphone fixe hors service téléphone fixe hors service
7 658_dup_7,installation windows 11 installation office 365 pour omaima najim installation windows 11 installation office 365 pour omaima najim,installation windows 11 installation office 365 pour omaima najim,MAJ system,Moyenne,9.83,Demande,18,installation windows 11 installation office 365 pour omaima najim installation windows 11 installation office 365 pour omaima najim installation windows 11 installation office 365 pour omaima najim
7 495,probleme d'excel abderrahim meziouri,probleme d'excel abderrahim meziouri,Autre,Moyenne,3.43,Incident,4,probleme d'excel abderrahim meziouri probleme d'excel abderrahim meziouri
7 604,compte bloqué,compte bloqué,Bureautique/Incident,Basse,11.87,Incident,2,compte bloqué compte bloqué
7 333_dup_9,problème de téléphonie-coupures réseau,problème de téléphonie-coupures réseau,Applications,Moyenne,23.35,Incident,4,problème de téléphonie-coupures réseau problème de téléphonie-coupures réseau
7 414,demande accès partage kpi industriel,demande accès partage kpi industriel,Accès au partage,Basse,9.0,Demande,5,demande accès partage kpi industriel demande accès partage kpi industriel
7 256_dup_6,problèmes de connexion,problèmes de connexion,Bureautique/Incident,Haute,151.17,Incident,3,problèmes de connexion problèmes de connexion
7 480_dup_46,problème borne ilaykom prod primaire bonjour je vous prie de noter que la borne primaire de la production ne fonctionne pas merci d'intervenir,problème borne ilaykom prod primaire,Applications,Haute,4.32,Incident,23,problème borne ilaykom prod primaire problème borne ilaykom prod primaire bonjour je vous prie de noter que la borne primaire de la production ne fonctionne pas merci d'intervenir
7 471,demande d'installation du logiciel sap,demande d'installation du logiciel sap,Installation SAP,Basse,0.15,Demande,5,demande d'installation du logiciel sap demande d'installation du logiciel sap
7 200_dup_1,problème d'accès internet,problème d'accès internet,Connexion internet,Moyenne,38.07,Incident,3,problème d'accès internet problème d'accès internet
7 478,demande accès lien courriers factures en lécture,demande accès lien courriers factures en lécture,Accès au partage,Basse,2.1,Demande,7,demande accès lien courriers factures en lécture demande accès lien courriers factures en lécture
7 596_dup_3,problème suite office excel ali chadli,problème suite office excel ali chadli,Bureautique/Incident,Moyenne,1.18,Incident,6,problème suite office excel ali chadli problème suite office excel ali chadli
7 330,pb d'accès partage comité performance,pb d'accès partage comité performance,Partage,Basse,24.93,Incident,5,pb d'accès partage comité performance pb d'accès partage comité performance
7 353,problème d'accès en lecture seule au dossier ba_amm_sanofi maphar _t hamam,problème d'accès en lecture seule au dossier ba_amm_sanofi maphar _t hamam,Partage,Basse,0.32,Incident,11,problème d'accès en lecture seule au dossier ba_amm_sanofi maphar _t hamam problème d'accès en lecture seule au dossier ba_amm_sanofi maphar _t hamam
7 480_dup_19,problème borne ilaykom prod primaire bonjour je vous prie de noter que la borne primaire de la production ne fonctionne pas merci d'intervenir,problème borne ilaykom prod primaire,Applications,Haute,4.32,Incident,23,problème borne ilaykom prod primaire problème borne ilaykom prod primaire bonjour je vous prie de noter que la borne primaire de la production ne fonctionne pas merci d'intervenir
7 090,demande de désactivation d'un compte active directory pour jabri achraf,demande de désactivation d'un compte active directory pour jabri achraf,Compte AD désactivation,Basse,3.27,Demande,10,demande de désactivation d'un compte active directory pour jabri achraf demande de désactivation d'un compte active directory pour jabri achraf
7 558_dup_9,demande d' accès partage marouane aaffale,demande d' accès partage marouane aaffale,Autre,Moyenne,1.23,Demande,6,demande d' accès partage marouane aaffale demande d' accès partage marouane aaffale
